标签,86
口味,14
分类,12
是否含防腐剂,11
主要食材,4
储藏方法,4
外文名,3
英文名,2
别称,2
副作用,2
菜系,2
非遗传承人,1
俗称,1
做法,1
历史,1
调料,1
起源国,1
来源国,1
属性,1
社会影响,1
类型,1
属于,1
材料,1
类别,1
国家,1
主要含量,1
适宜人群,1
AA国际动漫,1
味道,1
又称,1
性质,1
主要食用功效,1
难易程度,1
