标签,168
所属国家,30
气候类型,21
著名景点,20
景点级别,16
开放时间,9
别名,8
门票价格,8
气候条件,7
电话区号,6
所属城市,6
建议游玩时长,5
行政区类别,4
适宜游玩季节,4
机场,4
地理位置,3
批准单位,3
所属地区,2
现任住持,2
中文名称,2
地貌,2
车牌代码,2
别称,2
保护级别,2
所属山系,2
方言,2
政府驻地,1
语言,1
市花,1
文物级别,1
湖中一山,1
景区等级,1
所属水系,1
历史名人,1
美誉,1
级别批次,1
时代,1
所属干线,1
区号,1
始凿年份,1
开山年份,1
宗门,1
地位,1
始建朝代,1
级别,1
始建于,1
保护批次,1
建成时间,1
排泄河流,1
平均水深,1
地点,1
湖泊类型,1
流入,1
主峰,1
景点类型,1
建立时间,1
始建时间,1
类别,1
东岳,1
南岳,1
西岳,1
北岳,1
中岳,1
外文名称,1
建筑材质,1
原名,1
